address,capital,company_id,company_name,description,foundation_date,industry,ipo_type,phone,president_name,twitter_screen_name,url
神奈川県藤沢市鵠沼石上,0,100400,高橋マート,"移住者急増中の藤沢に完全キャッシュレスの""大人の隠れ酒場""「高橋マート」が新規OPEN。藤沢駅前のにぎやかな駅前立地ながらも、ゆっくりとお酒を嗜みたい大人へおすすめの酒場です。",,0,未上場,080-5450-0721,高橋圭,,
東京都文京区音羽2-12-21,30000,1719,株式会社講談社,,0-0,情報通信,未上場,03-3945-1111,野間省伸,,http://www.kodansha.co.jp/
三重県津市城山1丁目14-2,50,107159,株式会社AWA,株式会社AWAはヘアケアのお悩みを解決する会社です。,2022-08,サービス業,未上場,,長崎弘幸,,https://www.a-w-a.co.jp/
東京都千代田区丸の内1-6-6,9800,59144,船井総研ロジ株式会社,ロジスティクス・物流コンサルティングなら業界最大級の船井総研ロジ株式会社。物流戦略策定から物流倉庫の現場改善、輸配送コスト削減など成果実現のためのコンサルティングサービスを提供しています。,2000-5,サービス業,-,03-6212-2936,菅　重宏,Funaisoken_logi,https://www.f-logi.com/
東京都渋谷区東3丁目15-7 ,0,41191,株式会社補助金ポータル,,2018-11,サービス業,未上場,03-6822-5976,福井 彰次,hojyokin_portal,https://hojyokin-portal.jp/
東京都千代田区九段南4-8-21,1500,8686,株式会社 アスク,株式会社アスクは、目的に応じたソリューションとサービスを提供する総合商社です。主に米国、ヨーロッパ、台湾、韓国などの最先端かつユニークな製品を皆様に紹介・提供。取り扱い製品はコンピュータ周辺機器、携帯電話周辺機器、サーバ・ストレージ関連機器、業務用映像機器と多岐にわたり、多数の海外メーカーの代理店をしております。,1997-12,商業（卸売業、小売業）,未上場,03-5215-5650,武藤和彦,askcorp_info,https://www.ask-corp.jp/
東京都港区新橋2-19-10,10000,2492,株式会社TVer,民放テレビ局がひとつに！安心安全なコンテンツを無料で視聴できる民放公式テレビ配信サービス「TVer」、テレビ番組と「TVer」をもっと楽しめるエンタメ情報サイト「TVerプラス」、民放テレビ局によるオリンピック公式競技動画公式サイト「gorin.jp」、テレビ関連ビジネスに携わる方などに向けての情報ポータル「Screens」などを運営しています。※2020年7月、プレゼントキャストから社名変更。,2006-4,情報通信,未上場,,若生　伸子,TVer_official,https://tver.co.jp/
東京都台東区東上野二丁目20番6号,5000,100036,ZERO株式会社,フードロス削減 ＋ CO２排出削減　＝　企業ブランディングZEROは、無人販売機「fuubo（フーボ）」を活用し、フードロスとCO２排出の削減を実現することで、パートナー企業の価値を向上させます。,2022-03,サービス業,未上場,,沖杉大地/四辻弘樹,NoFoodLoss,https://www.nofoodloss.com/
-,0,45862,株式会社HYBE JAPAN,,0-0,サービス業,未上場,,-,,https://hybelabelsjapan.com/
東京都千代田区麹町1-12-1,10000,1485,株式会社イーブック イニシアティブ ジャパン,,2000-5,情報通信,未上場,03-3518-9544,高橋将峰,,https://ebookjapan.yahoo.co.jp/
東京都江東区豊洲3-2-20,1785000,36601,株式会社LegalOn Technologies,,2017-4,情報通信,未上場,,角田望,,https://legalontech.jp/
東京都千代田区一ツ橋2－5－10,10080,11454,株式会社集英社,,1926-8,サービス業,未上場,,廣野眞一,,http://www.shueisha.co.jp/
東京都中央区築地5-3-2,65000,9214,株式会社朝日新聞社,,,情報通信,未上場,03-3545-0131,中村史郎,,http://www.asahi.com/
東京都港区南青山5-10-2,0,54562,HACCI's JAPAN LLC,,2004-8,製造業,未上場,03-5778-3868,水谷仁美,,
東京都港区海岸一丁目２－２０,1000,54842,マジセミ株式会社,,2018-1,情報通信,未上場,03-6721-8548,寺田雄一,OSS_News,https://majisemi.com/service/
大阪府大阪市北区中崎西3-1-2,23510,25673,株式会社成学社,,1987-1,0,,,永井 博,,https://www.kaisei-group.co.jp/
東京都港区海岸一丁目２－２０,1000,54842,マジセミ株式会社,,2018-1,情報通信,未上場,03-6721-8548,寺田雄一,OSS_News,https://majisemi.com/service/
東京都世田谷区北沢二丁目6番地2号,5903,68061,株式会社ハックルベリー,,2017-10,情報通信,未上場,,安藤祐輔,,https://huckleberry-inc.com/
東京都目黒区青葉台,0,110648,株式会社DRELLA,,,サービス業,未上場,,赤峰俊治,,
200 Technology Square Cambridge,0,64549,"Moderna, Inc.",,2010-9,0,未上場,617-714-6500,Stéphane Bancel,,https://www.modernatx.com/
下京区烏丸通四条下ル水銀屋町637番地,1500,49537,株式会社光響,株式会社光響では、今後もレーザー産業の活性化に貢献し、レーザー技術による 5 大革命（情報革命・医療革命・食料革命・環境革命・エネルギー革命）の促進を支援し、安全・安心・豊かな社会の構築に貢献してまいります。,2009-4,商業（卸売業、小売業）,未上場,,住村 和彦,KokyoLasers,https://www.symphotony.com/
東京都港区東麻布1-9-15 ,5000,17289,リンクタイズ株式会社,,,情報通信,未上場,050-1745-9033,高野 真,forbesjapan,https://linkties.com/
東京都品川区北品川6-7-29,0,116306,スリーエム ジャパン株式会社,,,製造業,未上場,,宮崎 裕子,,https://www.3mcompany.jp/3M/ja_JP/company-jp/
東京都港区虎ノ門1-23-1　,3000,11515,RPAテクノロジーズ株式会社,RPAテクノロジーズ株式会社は低コストで無制限にスケールできるRPA製品「BizRobo!」を提供しており、圧倒的なコストパフォーマンスで属人化していたバックオフィスの定型業務を自動化し、人手不足を解決します。,2013-7,情報通信,未上場,,大角 暢之,RPA_Tech,http://rpa-technologies.com/
